name,category,cat_code,l,w,h,weight,score
Glass Vase,Fragile,1,54,21,28,12,0.0
Cushions,Common,0,31,29,15,4,0.5996
Plastic Toys,Common,0,41,28,38,29,2.1992
Generator,Heavy Load,2,21,51,43,40,7.828399999999999
Laboratory Beaker,Fragile,1,32,34,27,2,0.0
Plastic Toys,Common,0,58,22,32,9,1.0504
Steel Beam,Heavy Load,2,35,41,12,49,8.514
Ceramic Plates,Fragile,1,30,22,49,5,0.0
Books,Common,0,36,27,33,4,0.6288
Monitor,Fragile,1,50,45,20,11,0.0
Steel Beam,Heavy Load,2,29,15,28,59,8.714
Safe Box,Heavy Load,2,57,35,13,52,8.918000000000001
Books,Common,0,21,17,36,16,1.1027999999999998
Mirror,Fragile,1,30,20,59,12,0.0
Plastic Toys,Common,0,49,22,53,18,1.5111999999999999
Ceramic Plates,Fragile,1,19,13,21,4,0.0
Wine Bottles,Fragile,1,21,19,34,8,0.0
Canned Food,Common,0,13,27,36,3,0.32039999999999996
Plastic Toys,Common,0,39,12,58,13,0.9672000000000001
Cushions,Common,0,56,49,42,12,1.8176
Steel Beam,Heavy Load,2,32,18,15,46,7.990399999999999
Ceramic Plates,Fragile,1,53,11,17,13,0.0
Steel Beam,Heavy Load,2,21,43,28,33,7.341200000000001
Paper Ream,Common,0,52,42,59,7,1.2936
Car Engine,Heavy Load,2,35,46,52,68,9.724
Mirror,Fragile,1,44,54,51,8,0.0
Clothes,Common,0,34,57,57,20,1.9751999999999998
Clothes,Common,0,40,21,34,21,1.596
Clothes,Common,0,57,53,48,15,2.1084000000000005
Antique Lamp,Fragile,1,10,36,52,1,0.0
TV Screen,Fragile,1,50,20,13,13,0.0
Canned Food,Common,0,14,44,51,17,1.2664
Ceramic Plates,Fragile,1,39,41,25,10,0.0
Laboratory Beaker,Fragile,1,16,19,20,12,0.0
TV Screen,Fragile,1,43,35,23,5,0.0
Laboratory Beaker,Fragile,1,43,10,23,12,0.0
Cushions,Common,0,50,30,33,6,0.96
Clothes,Common,0,43,21,36,9,0.9012
Monitor,Fragile,1,18,46,30,10,0.0
Shoes,Common,0,33,46,48,12,1.3272
Safe Box,Heavy Load,2,38,54,29,60,9.4208
Plastic Toys,Common,0,54,48,24,24,2.4768
Cushions,Common,0,43,16,25,28,1.9552
Anvil,Heavy Load,2,46,53,27,46,8.7352
Shoes,Common,0,44,11,11,2,0.3136
Car Engine,Heavy Load,2,25,34,20,36,7.5
Tools,Common,0,20,48,20,16,1.3439999999999999
Antique Lamp,Fragile,1,51,25,18,2,0.0
Steel Beam,Heavy Load,2,26,55,18,65,9.472
Laboratory Beaker,Fragile,1,57,33,24,2,0.0
Industrial Motor,Heavy Load,2,58,42,11,59,9.5144
TV Screen,Fragile,1,16,21,36,13,0.0
TV Screen,Fragile,1,39,27,28,10,0.0
Shoes,Common,0,44,29,17,6,0.8704000000000001
Safe Box,Heavy Load,2,23,24,46,55,8.5208
Concrete Block,Heavy Load,2,27,21,38,30,7.0268
Safe Box,Heavy Load,2,18,49,35,53,8.5328
Monitor,Fragile,1,53,55,35,14,0.0
Laboratory Beaker,Fragile,1,45,36,10,10,0.0
Paper Ream,Common,0,34,33,29,14,1.2888000000000002
Wine Bottles,Fragile,1,15,30,23,10,0.0
Shoes,Common,0,45,33,52,28,2.274
Canned Food,Common,0,58,13,10,11,0.9616
Tools,Common,0,43,43,46,17,1.7596
Industrial Motor,Heavy Load,2,59,27,52,69,9.777199999999999
Monitor,Fragile,1,36,15,28,12,0.0
Anvil,Heavy Load,2,33,22,17,35,7.3904
Cushions,Common,0,13,27,48,2,0.2604
Generator,Heavy Load,2,16,23,44,56,8.507200000000001
TV Screen,Fragile,1,58,38,36,13,0.0
Monitor,Fragile,1,57,13,37,12,0.0
Steel Beam,Heavy Load,2,12,25,56,32,7.040000000000001
Clothes,Common,0,51,13,13,5,0.5652
Car Engine,Heavy Load,2,34,21,38,65,9.185599999999999
Anvil,Heavy Load,2,36,54,11,76,10.0
Monitor,Fragile,1,40,32,10,9,0.0
Cushions,Common,0,33,26,28,15,1.2432
Canned Food,Common,0,36,51,54,11,1.3943999999999999
Concrete Block,Heavy Load,2,31,40,30,79,10.0
Cushions,Common,0,49,41,14,17,1.8235999999999997
Car Engine,Heavy Load,2,45,32,43,52,8.696000000000002
Glass Vase,Fragile,1,21,33,21,4,0.0
Safe Box,Heavy Load,2,46,11,12,70,9.4024
Antique Lamp,Fragile,1,32,57,26,6,0.0
TV Screen,Fragile,1,35,53,16,13,0.0
Generator,Heavy Load,2,18,12,16,47,7.9064
Plastic Toys,Common,0,45,57,58,26,2.586
Clothes,Common,0,19,17,49,26,1.6892
Concrete Block,Heavy Load,2,38,43,28,47,8.4736
Tools,Common,0,10,39,12,2,0.27599999999999997
Clothes,Common,0,14,31,45,7,0.5936
Wine Bottles,Fragile,1,45,21,17,4,0.0
Plastic Toys,Common,0,59,17,34,25,1.9012
Monitor,Fragile,1,54,41,44,2,0.0
Car Engine,Heavy Load,2,59,40,54,43,8.524000000000001
Books,Common,0,30,29,16,16,1.308
Steel Beam,Heavy Load,2,43,11,25,38,7.469200000000001
Shoes,Common,0,37,55,52,23,2.194
Paper Ream,Common,0,36,27,20,21,1.6488
Car Engine,Heavy Load,2,44,20,53,57,8.772
Paper Ream,Common,0,11,32,16,2,0.26080000000000003
Anvil,Heavy Load,2,57,41,44,63,9.7148
Glass Vase,Fragile,1,24,51,50,7,0.0
Safe Box,Heavy Load,2,51,33,30,76,10.0
Shoes,Common,0,41,33,36,21,1.8012000000000001
Glass Vase,Fragile,1,19,32,16,5,0.0
Tools,Common,0,51,56,22,17,2.1624
Books,Common,0,19,47,45,4,0.5972
Concrete Block,Heavy Load,2,16,31,51,78,9.8784
TV Screen,Fragile,1,35,59,59,6,0.0
Shoes,Common,0,14,11,39,5,0.36160000000000003
Monitor,Fragile,1,25,39,18,10,0.0
Car Engine,Heavy Load,2,58,41,27,55,9.2512
Car Engine,Heavy Load,2,27,22,54,40,7.637600000000001
Glass Vase,Fragile,1,23,53,19,10,0.0
Generator,Heavy Load,2,33,37,39,72,9.8084
Car Engine,Heavy Load,2,37,10,32,75,9.648
Concrete Block,Heavy Load,2,12,59,39,30,7.0832
Generator,Heavy Load,2,32,55,12,43,8.284
Wine Bottles,Fragile,1,28,30,24,6,0.0
Clothes,Common,0,45,40,47,22,2.04
Safe Box,Heavy Load,2,28,50,52,72,9.879999999999999
Cushions,Common,0,32,37,13,13,1.2536
Anvil,Heavy Load,2,20,50,17,47,8.22
TV Screen,Fragile,1,32,37,36,4,0.0
Anvil,Heavy Load,2,51,56,36,69,10.0
Books,Common,0,24,23,28,10,0.8208
Canned Food,Common,0,41,56,36,10,1.5184000000000002
Anvil,Heavy Load,2,27,20,50,46,7.975999999999999
Shoes,Common,0,11,40,44,19,1.316
Concrete Block,Heavy Load,2,23,26,31,77,9.8592
Mirror,Fragile,1,20,51,23,4,0.0
Car Engine,Heavy Load,2,51,18,26,73,9.7472
Car Engine,Heavy Load,2,29,47,32,44,8.1852
Antique Lamp,Fragile,1,28,34,54,7,0.0
Canned Food,Common,0,58,54,29,22,2.5728
Anvil,Heavy Load,2,38,35,28,63,9.312000000000001
Gym Weights,Heavy Load,2,43,54,52,66,9.8888
Tools,Common,0,50,57,54,10,1.7399999999999998
Shoes,Common,0,25,16,29,11,0.82
Concrete Block,Heavy Load,2,49,47,30,58,9.4012
Plastic Toys,Common,0,33,11,56,20,1.3452
Glass Vase,Fragile,1,20,32,45,1,0.0
Tools,Common,0,14,24,42,19,1.2744
Glass Vase,Fragile,1,57,51,52,11,0.0
Safe Box,Heavy Load,2,55,27,42,36,7.754
Gym Weights,Heavy Load,2,54,11,36,51,8.2976
Concrete Block,Heavy Load,2,10,20,46,78,9.76
Anvil,Heavy Load,2,57,20,38,43,8.036
Antique Lamp,Fragile,1,23,30,27,12,0.0
Steel Beam,Heavy Load,2,37,32,24,77,10.0
Glass Vase,Fragile,1,11,33,45,3,0.0
Steel Beam,Heavy Load,2,30,58,30,34,7.736
Glass Vase,Fragile,1,46,52,33,12,0.0
Anvil,Heavy Load,2,42,29,43,77,10.0
Cushions,Common,0,12,43,23,22,1.5264
Steel Beam,Heavy Load,2,19,55,42,72,9.738
Safe Box,Heavy Load,2,52,16,50,59,8.872800000000002
Steel Beam,Heavy Load,2,54,48,11,72,10.0
Antique Lamp,Fragile,1,39,17,30,4,0.0
Industrial Motor,Heavy Load,2,21,49,17,35,7.5116
Safe Box,Heavy Load,2,45,29,13,43,8.102
TV Screen,Fragile,1,35,27,53,2,0.0
Car Engine,Heavy Load,2,52,47,11,30,7.777600000000001
Safe Box,Heavy Load,2,11,57,57,60,8.850800000000001
Gym Weights,Heavy Load,2,10,34,51,51,8.196
Mirror,Fragile,1,17,39,27,6,0.0
Generator,Heavy Load,2,32,45,22,46,8.336
Generator,Heavy Load,2,51,41,13,49,8.776399999999999
Canned Food,Common,0,18,24,23,22,1.4928
Tools,Common,0,52,38,44,21,2.0504000000000002
Clothes,Common,0,50,48,52,25,2.46
Clothes,Common,0,18,17,11,26,1.6824
Canned Food,Common,0,52,27,21,28,2.2416
Steel Beam,Heavy Load,2,35,52,38,63,9.508
Car Engine,Heavy Load,2,21,18,44,63,8.9312
Paper Ream,Common,0,30,34,13,5,0.708
Glass Vase,Fragile,1,43,54,51,8,0.0
Cushions,Common,0,49,28,39,22,1.8687999999999998
Industrial Motor,Heavy Load,2,40,57,19,70,10.0
Ceramic Plates,Fragile,1,58,45,49,14,0.0
Glass Vase,Fragile,1,19,33,14,2,0.0
Books,Common,0,31,11,35,15,1.0364
Laboratory Beaker,Fragile,1,28,52,30,7,0.0
Industrial Motor,Heavy Load,2,38,50,42,36,7.92
Wine Bottles,Fragile,1,48,45,22,1,0.0
Monitor,Fragile,1,26,33,18,12,0.0
Monitor,Fragile,1,46,50,26,9,0.0
Glass Vase,Fragile,1,33,22,41,11,0.0
Books,Common,0,17,44,42,12,1.0192
Safe Box,Heavy Load,2,13,44,51,65,9.1288
Industrial Motor,Heavy Load,2,27,32,23,31,7.2056
Mirror,Fragile,1,23,49,43,11,0.0
Monitor,Fragile,1,59,39,14,3,0.0
Plastic Toys,Common,0,43,55,29,17,1.9659999999999997
Anvil,Heavy Load,2,36,15,35,59,8.756
Plastic Toys,Common,0,58,28,36,17,1.6695999999999998
TV Screen,Fragile,1,29,22,49,5,0.0
Wine Bottles,Fragile,1,35,46,19,2,0.0
Industrial Motor,Heavy Load,2,19,10,16,69,9.216
Shoes,Common,0,58,23,35,14,1.3736000000000002
Ceramic Plates,Fragile,1,46,59,59,4,0.0
Laboratory Beaker,Fragile,1,51,20,51,9,0.0
Shoes,Common,0,21,22,29,17,1.2048
Gym Weights,Heavy Load,2,29,15,56,63,8.953999999999999
Books,Common,0,56,33,57,8,1.2192
Safe Box,Heavy Load,2,53,55,38,70,10.0
Glass Vase,Fragile,1,58,12,24,8,0.0
Steel Beam,Heavy Load,2,14,55,18,55,8.608
Mirror,Fragile,1,39,56,15,10,0.0
Ceramic Plates,Fragile,1,33,15,35,11,0.0
Laboratory Beaker,Fragile,1,16,19,31,12,0.0
Shoes,Common,0,21,51,55,23,1.8084
Tools,Common,0,11,10,42,6,0.404
Shoes,Common,0,11,35,29,9,0.694
Antique Lamp,Fragile,1,32,56,12,11,0.0
Concrete Block,Heavy Load,2,21,23,22,54,8.4332
Tools,Common,0,43,55,56,13,1.7259999999999998
Tools,Common,0,15,12,36,28,1.752
Cushions,Common,0,51,34,26,9,1.2335999999999998
Cushions,Common,0,29,35,41,2,0.526
Canned Food,Common,0,26,49,16,15,1.4096
Laboratory Beaker,Fragile,1,53,58,23,1,0.0
Gym Weights,Heavy Load,2,28,30,12,32,7.256
Steel Beam,Heavy Load,2,23,51,14,64,9.3092
Wine Bottles,Fragile,1,12,44,27,2,0.0
Canned Food,Common,0,56,58,39,18,2.3792
Laboratory Beaker,Fragile,1,43,59,22,6,0.0
Steel Beam,Heavy Load,2,56,39,26,72,10.0
Shoes,Common,0,31,48,47,22,1.9152
Paper Ream,Common,0,49,25,46,15,1.3900000000000001
Clothes,Common,0,54,55,15,15,2.088
Clothes,Common,0,15,13,37,6,0.438
Mirror,Fragile,1,55,53,36,10,0.0
Canned Food,Common,0,23,13,49,5,0.4196
Cushions,Common,0,32,26,38,27,1.9527999999999999
Mirror,Fragile,1,40,22,55,1,0.0
Glass Vase,Fragile,1,52,55,31,10,0.0
Shoes,Common,0,40,45,10,16,1.6800000000000002
Antique Lamp,Fragile,1,28,34,21,4,0.0
Industrial Motor,Heavy Load,2,34,47,21,41,8.0992
Shoes,Common,0,34,49,40,5,0.9664000000000001
Antique Lamp,Fragile,1,17,27,33,9,0.0
Canned Food,Common,0,14,20,44,19,1.252
Ceramic Plates,Fragile,1,28,37,49,14,0.0
Tools,Common,0,24,55,24,24,1.968
Industrial Motor,Heavy Load,2,17,39,18,64,9.1052
TV Screen,Fragile,1,46,19,13,11,0.0
TV Screen,Fragile,1,30,38,53,11,0.0
TV Screen,Fragile,1,30,21,48,7,0.0
Wine Bottles,Fragile,1,49,59,47,11,0.0
Anvil,Heavy Load,2,54,18,44,50,8.3888
Wine Bottles,Fragile,1,34,56,15,13,0.0
Glass Vase,Fragile,1,48,53,44,3,0.0
Cushions,Common,0,43,10,58,26,1.732
TV Screen,Fragile,1,55,14,18,8,0.0
Wine Bottles,Fragile,1,45,20,15,6,0.0
Glass Vase,Fragile,1,59,56,40,6,0.0
Clothes,Common,0,34,52,14,2,0.8272
Wine Bottles,Fragile,1,29,23,48,6,0.0
Gym Weights,Heavy Load,2,46,11,57,48,8.0824
TV Screen,Fragile,1,42,28,15,13,0.0
Laboratory Beaker,Fragile,1,26,43,21,11,0.0
TV Screen,Fragile,1,29,23,14,14,0.0
Steel Beam,Heavy Load,2,54,48,25,77,10.0
Generator,Heavy Load,2,31,39,16,44,8.1236
TV Screen,Fragile,1,22,26,23,4,0.0
Shoes,Common,0,16,28,27,24,1.6192
Car Engine,Heavy Load,2,13,36,37,32,7.107200000000001
Paper Ream,Common,0,39,24,23,7,0.7944
Car Engine,Heavy Load,2,21,27,29,30,7.0268
Steel Beam,Heavy Load,2,56,52,44,51,9.224799999999998
Monitor,Fragile,1,36,56,11,13,0.0
Antique Lamp,Fragile,1,51,42,26,8,0.0
Steel Beam,Heavy Load,2,41,46,59,53,8.9344
Glass Vase,Fragile,1,18,29,44,14,0.0
Steel Beam,Heavy Load,2,37,45,32,73,10.0
Generator,Heavy Load,2,35,16,44,32,7.144
Clothes,Common,0,18,45,35,22,1.6439999999999997
Glass Vase,Fragile,1,15,39,15,13,0.0
Glass Vase,Fragile,1,14,31,17,4,0.0
Mirror,Fragile,1,41,16,22,4,0.0
Car Engine,Heavy Load,2,53,40,17,79,10.0
Car Engine,Heavy Load,2,28,58,16,54,8.8896
Cushions,Common,0,12,25,13,14,0.9600000000000002
Shoes,Common,0,12,21,20,13,0.8808
Shoes,Common,0,57,37,42,4,1.0836000000000001
Car Engine,Heavy Load,2,54,51,40,65,10.0
Laboratory Beaker,Fragile,1,28,21,34,7,0.0
Laboratory Beaker,Fragile,1,18,55,15,11,0.0
Plastic Toys,Common,0,53,33,31,15,1.5996
Shoes,Common,0,18,13,22,19,1.2336
Anvil,Heavy Load,2,20,12,50,57,8.516
Gym Weights,Heavy Load,2,45,15,11,70,9.47
Antique Lamp,Fragile,1,17,34,15,13,0.0
Shoes,Common,0,46,48,22,27,2.5031999999999996
Safe Box,Heavy Load,2,30,51,24,66,9.572
Gym Weights,Heavy Load,2,57,19,11,50,8.4332
Gym Weights,Heavy Load,2,21,57,42,58,8.9588
Generator,Heavy Load,2,50,58,40,37,8.379999999999999
Generator,Heavy Load,2,52,17,19,34,7.393600000000001
Canned Food,Common,0,13,27,55,3,0.32039999999999996
Canned Food,Common,0,47,45,19,17,1.8659999999999997
Generator,Heavy Load,2,35,31,35,40,7.8340000000000005
Gym Weights,Heavy Load,2,53,31,27,60,9.257200000000001
Laboratory Beaker,Fragile,1,12,47,10,10,0.0
Industrial Motor,Heavy Load,2,45,37,23,68,9.745999999999999
Paper Ream,Common,0,21,55,43,27,2.082
Wine Bottles,Fragile,1,51,12,11,10,0.0
TV Screen,Fragile,1,14,51,41,11,0.0
Generator,Heavy Load,2,29,17,22,32,7.1171999999999995
Monitor,Fragile,1,37,57,29,13,0.0
Generator,Heavy Load,2,54,34,33,43,8.314400000000001
Anvil,Heavy Load,2,40,16,11,74,9.696000000000002
Monitor,Fragile,1,44,40,52,1,0.0
Safe Box,Heavy Load,2,26,47,15,65,9.3888
Books,Common,0,31,17,12,4,0.4508
Shoes,Common,0,29,29,42,6,0.6964
Canned Food,Common,0,40,32,58,13,1.2920000000000003
Canned Food,Common,0,11,27,55,17,1.1388
Tools,Common,0,35,30,35,12,1.14
Canned Food,Common,0,10,47,44,24,1.6279999999999997
Glass Vase,Fragile,1,24,25,11,5,0.0
Concrete Block,Heavy Load,2,24,13,47,50,8.1248
Car Engine,Heavy Load,2,36,20,44,41,7.747999999999999
Car Engine,Heavy Load,2,13,57,47,30,7.0964
TV Screen,Fragile,1,35,48,54,9,0.0
Concrete Block,Heavy Load,2,22,21,26,50,8.1848
Wine Bottles,Fragile,1,11,43,44,4,0.0
Steel Beam,Heavy Load,2,51,17,14,40,7.7468
Tools,Common,0,14,55,42,23,1.688
Monitor,Fragile,1,19,22,22,7,0.0
Cushions,Common,0,56,39,32,21,2.1336
Mirror,Fragile,1,53,17,51,8,0.0
Canned Food,Common,0,53,23,27,26,2.0476
Books,Common,0,42,55,45,18,2.004
Industrial Motor,Heavy Load,2,59,50,37,55,9.48
Books,Common,0,25,44,47,5,0.74
Canned Food,Common,0,41,55,41,29,2.6420000000000003
Gym Weights,Heavy Load,2,15,29,20,60,8.774000000000001
Concrete Block,Heavy Load,2,38,36,42,42,8.0672
Ceramic Plates,Fragile,1,44,14,17,1,0.0
Clothes,Common,0,51,14,34,3,0.46559999999999996
Glass Vase,Fragile,1,33,31,29,13,0.0
Steel Beam,Heavy Load,2,49,40,10,73,10.0
Paper Ream,Common,0,45,36,36,14,1.488
Wine Bottles,Fragile,1,35,22,42,6,0.0
Ceramic Plates,Fragile,1,27,50,18,8,0.0
Concrete Block,Heavy Load,2,42,14,51,43,7.8152
Safe Box,Heavy Load,2,28,38,14,54,8.665600000000001
Tools,Common,0,34,27,43,17,1.3872
Gym Weights,Heavy Load,2,55,18,33,69,9.536
Mirror,Fragile,1,13,55,51,11,0.0
Tools,Common,0,40,21,40,9,0.876
Shoes,Common,0,33,43,51,7,0.9876000000000001
Glass Vase,Fragile,1,31,34,15,12,0.0
Glass Vase,Fragile,1,47,50,49,9,0.0
Car Engine,Heavy Load,2,35,37,12,55,8.818000000000001
Glass Vase,Fragile,1,37,38,59,10,0.0
Ceramic Plates,Fragile,1,59,13,32,13,0.0
Monitor,Fragile,1,15,43,25,7,0.0
Concrete Block,Heavy Load,2,33,15,52,61,8.858
Glass Vase,Fragile,1,10,19,25,12,0.0
Wine Bottles,Fragile,1,46,21,52,7,0.0
Safe Box,Heavy Load,2,26,54,35,68,9.6416
Car Engine,Heavy Load,2,37,20,12,48,8.175999999999998
Monitor,Fragile,1,40,39,40,1,0.0
Steel Beam,Heavy Load,2,59,39,13,46,8.6804
Gym Weights,Heavy Load,2,15,31,56,52,8.306000000000001
Glass Vase,Fragile,1,36,54,20,12,0.0
Car Engine,Heavy Load,2,39,11,42,31,7.0316
Cushions,Common,0,28,58,28,16,1.6096
Industrial Motor,Heavy Load,2,38,37,11,64,9.4024
Gym Weights,Heavy Load,2,20,11,31,78,9.768
Wine Bottles,Fragile,1,27,47,55,10,0.0
Shoes,Common,0,26,43,51,12,1.1672
Ceramic Plates,Fragile,1,33,24,36,7,0.0
Books,Common,0,56,40,15,24,2.336
Canned Food,Common,0,18,38,42,13,1.0535999999999999
Paper Ream,Common,0,53,48,38,2,1.1376000000000002
Tools,Common,0,54,18,25,2,0.5088
Books,Common,0,46,15,36,10,0.876
Tools,Common,0,52,54,19,5,1.4232
Canned Food,Common,0,14,12,20,16,1.0272000000000001
Wine Bottles,Fragile,1,29,24,25,4,0.0
Wine Bottles,Fragile,1,51,57,26,2,0.0
Steel Beam,Heavy Load,2,28,59,42,71,9.9208
Shoes,Common,0,34,14,45,3,0.37039999999999995
Anvil,Heavy Load,2,39,12,16,41,7.6472
Safe Box,Heavy Load,2,57,13,36,53,8.4764
Concrete Block,Heavy Load,2,59,37,11,74,10.0
Antique Lamp,Fragile,1,48,56,57,4,0.0
Glass Vase,Fragile,1,47,21,14,4,0.0
Clothes,Common,0,32,53,10,11,1.3384
Ceramic Plates,Fragile,1,33,26,16,4,0.0
Tools,Common,0,36,32,26,17,1.4808
Steel Beam,Heavy Load,2,50,58,59,72,10.0
Ceramic Plates,Fragile,1,25,29,22,9,0.0
Paper Ream,Common,0,39,28,21,10,1.0368
Generator,Heavy Load,2,39,31,49,30,7.2836
Mirror,Fragile,1,24,14,34,4,0.0
Plastic Toys,Common,0,28,51,29,21,1.8311999999999997
Monitor,Fragile,1,34,19,23,11,0.0
Tools,Common,0,49,28,47,20,1.7488
Industrial Motor,Heavy Load,2,14,27,39,41,7.611199999999999
Ceramic Plates,Fragile,1,47,24,43,11,0.0
Industrial Motor,Heavy Load,2,52,54,27,44,8.763200000000001
Safe Box,Heavy Load,2,12,40,40,56,8.552000000000001
Steel Beam,Heavy Load,2,27,11,56,30,6.9188
Generator,Heavy Load,2,34,25,55,36,7.5
Monitor,Fragile,1,13,46,27,9,0.0
Antique Lamp,Fragile,1,30,20,27,8,0.0
Laboratory Beaker,Fragile,1,14,20,52,12,0.0
Cushions,Common,0,50,53,33,7,1.48
Concrete Block,Heavy Load,2,36,11,22,67,9.1784
Wine Bottles,Fragile,1,39,54,59,3,0.0
Clothes,Common,0,28,40,46,24,1.888
Concrete Block,Heavy Load,2,56,39,26,73,10.0
Mirror,Fragile,1,44,11,47,2,0.0
Anvil,Heavy Load,2,39,51,12,77,10.0
Tools,Common,0,33,14,49,25,1.6847999999999999
Anvil,Heavy Load,2,16,29,26,60,8.785599999999999
Glass Vase,Fragile,1,37,51,46,4,0.0
Canned Food,Common,0,58,34,33,17,1.8088000000000002
Mirror,Fragile,1,22,18,24,11,0.0
Concrete Block,Heavy Load,2,30,15,35,63,8.959999999999999
Mirror,Fragile,1,43,23,57,10,0.0
Canned Food,Common,0,29,26,25,2,0.42160000000000003
Gym Weights,Heavy Load,2,17,40,29,47,8.092
Antique Lamp,Fragile,1,16,47,26,10,0.0
Concrete Block,Heavy Load,2,15,10,53,42,7.58
Safe Box,Heavy Load,2,56,33,26,53,8.9192
Generator,Heavy Load,2,45,18,12,74,9.764
Cushions,Common,0,15,54,27,16,1.284
Books,Common,0,49,50,57,23,2.3600000000000003
Books,Common,0,15,24,12,20,1.3439999999999999
Ceramic Plates,Fragile,1,58,30,27,6,0.0
Paper Ream,Common,0,22,46,46,22,1.7247999999999997
Car Engine,Heavy Load,2,21,19,48,47,7.9796
Paper Ream,Common,0,12,36,45,6,0.5327999999999999
Wine Bottles,Fragile,1,13,18,32,2,0.0
Books,Common,0,17,12,54,21,1.3416000000000001
Mirror,Fragile,1,19,42,18,1,0.0
Generator,Heavy Load,2,40,40,34,61,9.3
Shoes,Common,0,16,12,41,6,0.43679999999999997
Laboratory Beaker,Fragile,1,18,46,32,6,0.0
Paper Ream,Common,0,59,18,19,22,1.7448000000000001
Wine Bottles,Fragile,1,18,19,16,1,0.0
Laboratory Beaker,Fragile,1,30,46,52,1,0.0
Industrial Motor,Heavy Load,2,40,43,46,49,8.628
Car Engine,Heavy Load,2,54,23,22,50,8.4968
Gym Weights,Heavy Load,2,15,49,17,56,8.654
Canned Food,Common,0,54,24,44,26,2.0784
Cushions,Common,0,24,41,40,9,0.9335999999999999
Wine Bottles,Fragile,1,29,44,19,1,0.0
Plastic Toys,Common,0,36,42,32,8,1.0848
Plastic Toys,Common,0,37,19,26,2,0.40120000000000006
Paper Ream,Common,0,21,21,38,18,1.2564
Clothes,Common,0,28,35,56,25,1.8920000000000001
Safe Box,Heavy Load,2,19,27,34,33,7.1852
Car Engine,Heavy Load,2,26,49,52,48,8.3896
Mirror,Fragile,1,22,53,16,14,0.0
Car Engine,Heavy Load,2,59,33,42,74,10.0
Glass Vase,Fragile,1,14,22,26,14,0.0
Paper Ream,Common,0,49,37,45,20,1.9251999999999998
Monitor,Fragile,1,50,47,32,11,0.0
Clothes,Common,0,30,26,26,12,1.032
Glass Vase,Fragile,1,21,28,37,2,0.0
Shoes,Common,0,18,12,40,27,1.7064
Monitor,Fragile,1,36,24,17,1,0.0
Clothes,Common,0,54,14,55,12,1.0224
Steel Beam,Heavy Load,2,51,49,34,31,7.8596
Glass Vase,Fragile,1,27,26,20,4,0.0
Books,Common,0,54,41,45,19,2.0256
Laboratory Beaker,Fragile,1,24,19,31,4,0.0
Paper Ream,Common,0,39,53,26,12,1.5468
Car Engine,Heavy Load,2,27,45,33,50,8.486
Wine Bottles,Fragile,1,42,37,20,8,0.0
Antique Lamp,Fragile,1,21,59,10,11,0.0
Gym Weights,Heavy Load,2,39,46,41,53,8.8976
Tools,Common,0,47,27,53,19,1.6476
Industrial Motor,Heavy Load,2,46,37,53,53,8.860800000000001
Generator,Heavy Load,2,57,58,14,68,10.0
Ceramic Plates,Fragile,1,21,49,31,3,0.0
Wine Bottles,Fragile,1,42,36,20,12,0.0
Steel Beam,Heavy Load,2,50,20,29,39,7.74
Shoes,Common,0,17,30,10,12,0.9239999999999998
TV Screen,Fragile,1,22,39,19,10,0.0
Clothes,Common,0,58,41,23,21,2.2112000000000003
Wine Bottles,Fragile,1,41,17,25,2,0.0
Ceramic Plates,Fragile,1,33,50,10,7,0.0
Car Engine,Heavy Load,2,35,38,38,74,9.972
Ceramic Plates,Fragile,1,38,28,11,11,0.0
Shoes,Common,0,42,18,21,24,1.7424
Wine Bottles,Fragile,1,18,17,50,7,0.0
Industrial Motor,Heavy Load,2,43,38,33,43,8.2336
Monitor,Fragile,1,48,59,24,13,0.0
Paper Ream,Common,0,52,14,21,14,1.1312000000000002
Anvil,Heavy Load,2,55,17,52,53,8.553999999999998
Mirror,Fragile,1,43,31,29,2,0.0
Plastic Toys,Common,0,24,19,58,8,0.6624
Concrete Block,Heavy Load,2,24,47,58,49,8.391200000000001
Shoes,Common,0,37,25,25,13,1.15
Industrial Motor,Heavy Load,2,20,51,23,66,9.368
Industrial Motor,Heavy Load,2,20,42,42,68,9.416
Antique Lamp,Fragile,1,44,24,43,14,0.0
Glass Vase,Fragile,1,10,25,37,12,0.0
Paper Ream,Common,0,25,41,55,25,1.9100000000000001
Generator,Heavy Load,2,17,40,14,68,9.352
Tools,Common,0,22,34,41,27,1.9192
Glass Vase,Fragile,1,35,22,14,4,0.0
Plastic Toys,Common,0,29,53,10,26,2.1748
Clothes,Common,0,30,35,27,26,1.98
Generator,Heavy Load,2,51,26,18,36,7.6903999999999995
TV Screen,Fragile,1,58,30,43,11,0.0
Laboratory Beaker,Fragile,1,29,20,23,10,0.0
Industrial Motor,Heavy Load,2,55,15,48,67,9.35
Monitor,Fragile,1,17,31,24,11,0.0
Plastic Toys,Common,0,19,29,52,29,1.9604
Monitor,Fragile,1,49,48,46,7,0.0
Ceramic Plates,Fragile,1,20,10,29,5,0.0
Generator,Heavy Load,2,14,39,49,39,7.558400000000001
Canned Food,Common,0,29,13,17,25,1.6507999999999998
Glass Vase,Fragile,1,44,38,36,11,0.0
Gym Weights,Heavy Load,2,18,28,57,58,8.6816
Antique Lamp,Fragile,1,58,25,16,7,0.0
Antique Lamp,Fragile,1,11,24,46,6,0.0
